#	Type	Area(m²)	Azimuth(°)	Altitude(°)	SVF(-)	GVF(-)
40(40):410	Wall	1358.89	184.912	0	0.336834	0.269163
40(40):411	Wall	144.079	94.7495	0	0.475752	0.474342
40(40):412	Wall	41.1732	2.91519	0	0.271262	0.269157
40(40):413	Wall	366.543	94.6738	0	0.476521	0.474523
40(40):414	Wall	76.975	4.44748	0	0.397784	0.398146
40(40):415	Wall	49.2711	95.1718	0	0.330784	0.32875
40(40):416	Wall	130.71	5.17172	0	0.488916	0.489344
40(40):417	Wall	346.599	274.921	0	0.337217	0.337242
40(40):418	Wall	255.808	4.86838	0	0.306923	0.309582
40(40):419	Wall	173.299	94.9214	0	0.224908	0.223749
40(40):420	Wall	441.338	4.63699	0	0.473879	0.474073
40(40):421	Wall	169.674	275.019	0	0.159254	0.160529
40(40):422	Wall	134.675	4.25488	0	0.2268	0.228194
40(40):423	Wall	33.1075	6.6911	0	0.233727	0.232396
40(40):402	Roof	1832.21	0	90	0.999966	0
38(38):426	Wall	74.5108	275.132	0	0.487054	0.499947
38(38):427	Wall	239.854	185.165	0	0.485794	0.497554
38(38):428	Wall	10.0434	95.6028	0	0.403848	0.405631
38(38):429	Wall	24.5178	184.635	0	0.473077	0.481742
38(38):430	Wall	73.0007	95.2293	0	0.4971	0.5
38(38):431	Wall	10.7782	5.2204	0	0.403439	0.403772
38(38):432	Wall	119.233	95.2184	0	0.497243	0.499696
38(38):433	Wall	90.1216	5.20416	0	0.499596	0.5
38(38):434	Wall	128.048	275.193	0	0.486852	0.491827
38(38):435	Wall	163.723	5.16016	0	0.494636	0.494753
38(38):425	Roof	4171.44	0	90	0.999626	0
36(36):438	Wall	27.0525	274.734	0	0.413475	0.455474
36(36):439	Wall	38.2583	4.46234	0	0.458645	0.477819
36(36):440	Wall	18.1157	5.17239	0	0.467186	0.494279
36(36):441	Wall	64.1299	274.665	0	0.437649	0.494379
36(36):442	Wall	51.3376	184.776	0	0.491259	0.492693
36(36):443	Wall	5.77665	274.913	0	0.368202	0.381857
36(36):444	Wall	41.4711	184.565	0	0.470453	0.472225
36(36):445	Wall	75.0616	274.564	0	0.464226	0.485962
36(36):446	Wall	28.1867	184.69	0	0.491851	0.493255
36(36):447	Wall	3.03942	274.685	0	0.401723	0.43218
36(36):448	Wall	43.0892	184.811	0	0.482648	0.484373
36(36):449	Wall	19.463	275.088	0	0.439649	0.443096
36(36):450	Wall	53.6164	184.588	0	0.494626	0.496773
36(36):451	Wall	8.49858	93.4564	0	0.384744	0.384744
36(36):452	Wall	41.2434	184.588	0	0.491907	0.493509
36(36):453	Wall	34.038	94.6082	0	0.466583	0.466583
36(36):454	Wall	73.5543	184.627	0	0.4902	0.490742
36(36):455	Wall	2.73729	95.1619	0	0.408309	0.408321
36(36):456	Wall	14.4247	183.987	0	0.479325	0.480832
36(36):457	Wall	2.73727	275.162	0	0.408563	0.430655
36(36):458	Wall	20.3939	184.634	0	0.497208	0.498598
36(36):459	Wall	24.9198	94.5796	0	0.5	0.5
36(36):460	Wall	22.673	4.20526	0	0.45789	0.45789
36(36):461	Wall	25.5243	94.4799	0	0.465498	0.465711
36(36):462	Wall	32.3109	4.67657	0	0.443302	0.443302
36(36):463	Wall	7.28829	93.9683	0	0.281265	0.288867
36(36):464	Wall	8.47643	184.474	0	0.238461	0.244019
36(36):465	Wall	25.8438	94.9374	0	0.482939	0.483017
36(36):466	Wall	137.264	4.67859	0	0.495976	0.498141
36(36):467	Wall	37.0774	94.6148	0	0.468839	0.468974
36(36):468	Wall	37.5746	4.5365	0	0.485322	0.485322
